Site,Quadrat,Quadrat_2,Category,Species,Lat,Long,Elevation (m),Weather,Date,Error (Cm/m),C_CW,H_CW,C_N,H_N,C_Forbs,C_SD,C_Litter,C_Rock,C_BG,C_Shrub,C_Shrub_2,H_Shrub,H_Shrub_2,C_Moss,LAI,B_Crested_m2,B_Native_m2,B_Grass_m2,B_Dead_m2,B_Forbs_m2,B_Shrub_m2,B_Total_m2,Wet_Biomas_m2,Moisture_m2,B_Crested_quadrat,B_Native_quadrat,B_Grass_quadrat,B_Dead_quadrat,B_Forbs_quadrat,B_Shrub_quadrat,B_Total_quadrat,Wet_Biomas_quadrat,Moisture_quadrat
C6,W1,C6W1,1,Crested,"50°38'45.257""","107°59'42.893""",545.01,Partly Cloudy,45441,73 cm,35,50,NA,NA,0,10,50,0,5,0,0,NA,NA,0,0.96,86,NA,86,199,0,0,285,521,236,8.6,NA,8.6,19.9,NA,NA,28.5,52.1,23.6
C6,W2,NA,1,Crested,"50°38'45.257""","107°59'42.893""",545.01,Partly Cloudy,45441,73 cm,35,50,NA,NA,0,15,50,0,0,0,0,NA,NA,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C7,E1,C7E1,1,Crested,"50°38'41.547""","107°59'42.216""",551.81,Cloudy,45441,1.6 m,60,36,NA,NA,0,10,30,0,0,0,0,NA,NA,0,1.9,151,NA,151,104,0,0,255,690,435,15.1,NA,15.1,10.4,NA,NA,25.5,69,43.5
C7,E2,NA,1,Crested,"50°38'41.547""","107°59'42.216""",551.81,Cloudy,45441,1.6 m,50,54,NA,NA,0,10,30,0,10,0,0,NA,NA,0,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C7,N1,C7N1,1,Crested,"50°38'41.547""","107°59'42.216""",551.81,Cloudy,45441,1.6 m,50,38,NA,NA,0,0,50,0,0,0,0,NA,NA,0,1.89,273,NA,273,160,0,0,433,1388,955,27.3,NA,27.3,16,NA,NA,43.3,138.8,95.5
C7,N2,NA,1,Crested,"50°38'41.547""","107°59'42.216""",551.81,Cloudy,45441,1.6 m,60,46,NA,NA,0,10,30,0,0,0,0,NA,NA,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C7,S1,C7S1,1,Crested,"50°38'41.547""","107°59'42.216""",551.81,Cloudy,45441,1.6 m,50,50,NA,NA,0,15,30,0,5,0,0,NA,NA,0,1.86,254,NA,254,356,0,0,610,1472,862,25.4,NA,25.4,35.6,NA,NA,61,147.2,86.2
C7,S2,NA,1,Crested,"50°38'41.547""","107°59'42.216""",551.81,Cloudy,45441,1.6 m,55,45,NA,NA,0,5,40,0,0,0,0,NA,NA,0,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C7,W1,C7W1,1,Crested,"50°38'41.547""","107°59'42.216""",551.81,Cloudy,45441,1.6 m,45,36,NA,NA,0,5,45,0,5,0,0,NA,NA,0,1.88,259,NA,259,184,0,0,443,1268,825,25.9,NA,25.9,18.4,NA,NA,44.3,126.8,82.5
C7,W2,NA,1,Crested,"50°38'41.547""","107°59'42.216""",551.81,Cloudy,45441,1.6 m,60,48,NA,NA,0,15,15,0,10,0,0,NA,NA,0,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N10,E1,N10E1,2,Native,"50°39'41.728""","107°59'52.603""",602.72,"Sunny, Windy",45443,98 cm,NA,NA,30,30,0,20,45,0,5,0,0,NA,NA,0,1.04,NA,89,89,79,0,0,168,398,230,NA,8.9,8.9,7.9,NA,NA,16.8,39.8,23
N10,E2,NA,2,Native,"50°39'41.728""","107°59'52.603""",602.72,"Sunny, Windy",45443,98 cm,NA,NA,30,25,0,15,50,0,5,0,0,NA,NA,0,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N10,N1,N10N1,2,Native,"50°39'41.728""","107°59'52.603""",602.72,"Sunny, Windy",45443,98 cm,NA,NA,40,25,0,20,40,0,0,0,0,NA,NA,0,2.46,NA,83,83,187,0,0,270,604,334,NA,8.3,8.3,18.7,NA,NA,27,60.4,33.4
N10,N2,NA,2,Native,"50°39'41.728""","107°59'52.603""",602.72,"Sunny, Windy",45443,98 cm,NA,NA,25,25,0,20,55,0,0,0,0,NA,NA,0,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N10,S1,N10S1,2,Native,"50°39'41.728""","107°59'52.603""",602.72,"Sunny, Windy",45443,98 cm,NA,NA,20,25,0,25,55,0,0,0,0,NA,NA,0,1.09,NA,125,125,254,0,0,379,837,458,NA,12.5,12.5,25.4,NA,NA,37.9,83.7,45.8
N10,S2,NA,2,Native,"50°39'41.728""","107°59'52.603""",602.72,"Sunny, Windy",45443,98 cm,NA,NA,30,27,0,15,55,0,0,0,0,NA,NA,0,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N10,W1,N10W1,2,Native,"50°39'41.728""","107°59'52.603""",602.72,"Sunny, Windy",45443,98 cm,NA,NA,25,27,0,20,55,0,0,0,0,NA,NA,0,1.16,NA,94,94,207,0,0,301,674,373,NA,9.4,9.4,20.7,NA,NA,30.1,67.4,37.3
N10,W2,NA,2,Native,"50°39'41.728""","107°59'52.603""",602.72,"Sunny, Windy",45443,98 cm,NA,NA,25,26,0,15,60,0,0,0,0,NA,NA,0,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N13,E1,N13E1,2,Native,"50°40'30.227""","107°58'00.251""",611.94,"Raining, Windy",45442,1.1 m,NA,NA,35,25,5,10,50,0,0,0,0,NA,NA,0,0.27,NA,105,105,251,13,0,369,684,315,NA,10.5,10.5,25.1,1.3,NA,36.9,68.4,31.5
N13,E2,NA,2,Native,"50°40'30.227""","107°58'00.251""",611.94,"Raining, Windy",45442,1.1 m,NA,NA,40,20,0,10,40,0,10,0,0,NA,NA,0,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N13,N1,N13N1,2,Native,"50°40'30.227""","107°58'00.251""",611.94,"Raining, Windy",45442,1.1 m,NA,NA,25,20,25,5,45,0,0,0,0,NA,NA,0,0.54,NA,49,49,98,27,0,174,345,171,NA,4.9,4.9,9.8,2.7,NA,17.4,34.5,17.1
N13,N2,NA,2,Native,"50°40'30.227""","107°58'00.251""",611.94,"Raining, Windy",45442,1.1 m,NA,NA,30,22,0,5,55,0,10,0,0,NA,NA,0,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N13,S1,N13S1,2,Native,"50°40'30.227""","107°58'00.251""",611.94,"Raining, Windy",45442,1.1 m,NA,NA,30,20,5,10,50,0,5,0,0,NA,NA,0,1.29,NA,89,89,169,1,0,259,483,224,NA,8.9,8.9,16.9,0.1,NA,25.9,48.3,22.4
N13,S2,NA,2,Native,"50°40'30.227""","107°58'00.251""",611.94,"Raining, Windy",45442,1.1 m,NA,NA,15,24,10,15,50,0,0,10,0,15,NA,0,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N13,W1,N13W1,2,Native,"50°40'30.227""","107°58'00.251""",611.94,"Raining, Windy",45442,1.1 m,NA,NA,25,25,15,10,45,0,5,0,0,NA,NA,0,1.09,NA,96,96,169,21,54,340,731,391,NA,9.6,9.6,16.9,2.1,5.4,34,73.1,39.1
N13,W2,NA,2,Native,"50°40'30.227""","107°58'00.251""",611.94,"Raining, Windy",45442,1.1 m,NA,NA,20,23,5,10,55,0,10,0,0,NA,NA,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N14,E1,N14E1,2,Native,"50°40'53.122""","107°56'41.375""",559.66,Cloudy,45442,64 cm,NA,NA,20,28,10,10,55,0,0,5,0,10,NA,0,0.79,NA,189,189,299,9,0,497,697,200,NA,18.9,18.9,29.9,0.9,NA,49.7,69.7,20
N14,E2,NA,2,Native,"50°40'53.122""","107°56'41.375""",559.66,Cloudy,45442,64 cm,NA,NA,15,25,15,10,55,0,5,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N14,N1,N14N1,2,Native,"50°40'53.122""","107°56'41.375""",559.66,Cloudy,45442,64 cm,NA,NA,20,28,0,10,65,0,0,5,0,10,NA,0,1.06,NA,106,106,162,3,0,271,558,287,NA,10.6,10.6,16.2,0.3,NA,27.1,55.8,28.7
N14,N2,NA,2,Native,"50°40'53.122""","107°56'41.375""",559.66,Cloudy,45442,64 cm,NA,NA,15,30,5,10,60,0,5,5,0,10,NA,0,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N14,S1,N14S1,2,Native,"50°40'53.122""","107°56'41.375""",559.66,Cloudy,45442,64 cm,NA,NA,20,26,15,10,55,0,0,0,0,NA,NA,0,1.4,NA,119,119,221,0,100,440,784,344,NA,11.9,11.9,22.1,NA,10,44,78.4,34.4
N14,S2,NA,2,Native,"50°40'53.122""","107°56'41.375""",559.66,Cloudy,45442,64 cm,NA,NA,15,25,10,5,65,0,5,0,0,NA,NA,0,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N14,W1,N14W1,2,Native,"50°40'53.122""","107°56'41.375""",559.66,Cloudy,45442,64 cm,NA,NA,20,26,10,5,55,0,10,0,0,NA,NA,0,1.08,NA,93,93,115,3,0,211,342,131,NA,9.3,9.3,11.5,0.3,NA,21.1,34.2,13.1
N14,W2,NA,2,Native,"50°40'53.122""","107°56'41.375""",559.66,Cloudy,45442,64 cm,NA,NA,15,25,5,10,70,0,0,0,0,NA,NA,0,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N15,E1,N15E1,2,Native,"50°41'14.416""","107°55'53.922""",553.2,"Cloudy, Windy",45442,63 cm,NA,NA,20,20,0,10,65,0,5,0,0,NA,NA,0,1.13,NA,74,74,124,0,0,198,350,152,NA,7.4,7.4,12.4,NA,NA,19.8,35,15.2
N15,E2,NA,2,Native,"50°41'14.416""","107°55'53.922""",553.2,"Cloudy, Windy",45442,63 cm,NA,NA,15,20,0,5,70,0,10,0,0,NA,NA,0,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N15,N1,N15N1,2,Native,"50°41'14.416""","107°55'53.922""",553.2,"Cloudy, Windy",45442,63 cm,NA,NA,30,25,5,10,45,0,10,0,0,NA,NA,0,1.26,NA,102,102,32,3,0,137,349,212,NA,10.2,10.2,3.2,0.3,NA,13.7,34.9,21.2
N15,N2,NA,2,Native,"50°41'14.416""","107°55'53.922""",553.2,"Cloudy, Windy",45442,63 cm,NA,NA,25,25,0,5,65,0,5,0,0,NA,NA,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N15,S1,N15S1,2,Native,"50°41'14.416""","107°55'53.922""",553.2,"Cloudy, Windy",45442,63 cm,NA,NA,20,22,0,5,65,0,10,0,0,NA,NA,0,0.82,NA,99,99,34,0,0,133,301,168,NA,9.9,9.9,3.4,NA,NA,13.3,30.1,16.8
N15,S2,NA,2,Native,"50°41'14.416""","107°55'53.922""",553.2,"Cloudy, Windy",45442,63 cm,NA,NA,15,25,5,5,55,0,20,0,0,NA,NA,0,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N15,W1,N15W1,2,Native,"50°41'14.416""","107°55'53.922""",553.2,"Cloudy, Windy",45442,63 cm,NA,NA,25,25,0,5,55,0,15,0,0,NA,NA,0,1.03,NA,79,79,39,0,0,118,238,120,NA,7.9,7.9,3.9,NA,NA,11.8,23.8,12
N15,W2,NA,2,Native,"50°41'14.416""","107°55'53.922""",553.2,"Cloudy, Windy",45442,63 cm,NA,NA,40,25,0,10,45,0,5,0,0,NA,NA,0,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N16,E1,N16E1,2,Native,"50°41'42.280""","107°55'05.964""",549.85,"Cloudy, Windy",45442,NA,NA,NA,35,25,10,5,45,0,5,2,0,25,NA,0,0.65,NA,65,65,77,10,0,152,281,129,NA,6.5,6.5,7.7,1,NA,15.2,28.1,12.9
N16,E2,NA,2,Native,"50°41'42.280""","107°55'05.964""",549.85,"Cloudy, Windy",45442,NA,NA,NA,10,23,15,0,25,0,30,20,0,25,NA,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N16,N1,N16N1,2,Native,"50°41'42.280""","107°55'05.964""",549.85,"Cloudy, Windy",45442,NA,NA,NA,15,25,10,5,60,0,5,5,0,20,NA,0,0.92,NA,40,40,43,3,36,122,316,194,NA,4,4,4.3,0.3,3.6,12.2,31.6,19.4
N16,N2,NA,2,Native,"50°41'42.280""","107°55'05.964""",549.85,"Cloudy, Windy",45442,NA,NA,NA,30,28,5,5,50,0,10,0,0,NA,NA,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N16,S1,N16S1,2,Native,"50°41'42.280""","107°55'05.964""",549.85,"Cloudy, Windy",45442,NA,NA,NA,25,26,2,5,53,0,15,0,0,NA,NA,0,0.71,NA,79,79,59,5,0,143,248,105,NA,7.9,7.9,5.9,0.5,NA,14.3,24.8,10.5
N16,S2,NA,2,Native,"50°41'42.280""","107°55'05.964""",549.85,"Cloudy, Windy",45442,NA,NA,NA,20,23,15,5,35,0,20,5,0,23,NA,0,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N16,W1,N16W1,2,Native,"50°41'42.280""","107°55'05.964""",549.85,"Cloudy, Windy",45442,NA,NA,NA,10,20,5,0,65,0,10,10,0,23,NA,0,0.75,NA,39,39,29,5,0,73,173,100,NA,3.9,3.9,2.9,0.5,NA,7.3,17.3,10
N16,W2,NA,2,Native,"50°41'42.280""","107°55'05.964""",549.85,"Cloudy, Windy",45442,NA,NA,NA,35,23,5,10,45,0,5,0,0,NA,NA,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N3,E1,N3E1,2,Native,"50°37'48.987""","108°00'43.177""",663.12,"Raining, Windy",45442,61 cm,NA,NA,15,15,5,10,15,0,10,45,0,20,NA,0,1.27,NA,40,40,261,3,35,339,562,223,NA,4,4,26.1,0.3,3.5,33.9,56.2,22.3
N3,E2,NA,2,Native,"50°37'48.987""","108°00'43.177""",663.12,"Raining, Windy",45442,61 cm,NA,NA,25,16,20,20,15,0,20,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N3,N1,N3N1,2,Native,"50°37'48.987""","108°00'43.177""",663.12,"Raining, Windy",45442,61 cm,NA,NA,25,16,10,5,45,0,15,0,0,NA,NA,0,0.86,NA,37,37,219,21,0,277,456,179,NA,3.7,3.7,21.9,2.1,NA,27.7,45.6,17.9
N3,N2,NA,2,Native,"50°37'48.987""","108°00'43.177""",663.12,"Raining, Windy",45442,61 cm,NA,NA,10,15,20,15,40,0,15,0,0,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N3,S1,N3S1,2,Native,"50°37'48.987""","108°00'43.177""",663.12,"Raining, Windy",45442,61 cm,NA,NA,30,16,10,15,40,0,5,0,0,NA,NA,0,0.81,NA,55,55,151,7,0,213,383,170,NA,5.5,5.5,15.1,0.7,NA,21.3,38.3,17
N3,S2,NA,2,Native,"50°37'48.987""","108°00'43.177""",663.12,"Raining, Windy",45442,61 cm,NA,NA,25,20,15,10,40,0,10,0,0,NA,NA,0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N3,W1,N3W1,2,Native,"50°37'48.987""","108°00'43.177""",663.12,"Raining, Windy",45442,61 cm,NA,NA,25,20,5,10,55,0,5,0,0,NA,NA,0,1.21,NA,46,46,83,14,0,143,275,132,NA,4.6,4.6,8.3,1.4,NA,14.3,27.5,13.2
N3,W2,NA,2,Native,"50°37'48.987""","108°00'43.177""",663.12,"Raining, Windy",45442,61 cm,NA,NA,35,27,10,10,35,0,10,0,0,NA,NA,0,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,E1,N4E1,2,Native,"50°37'30.221""","107°56'43.767""",684.53,"Cloudy, Windy",45443,66 cm,NA,NA,25,22,5,10,55,0,5,0,0,NA,NA,0,0.64,NA,90,90,201,4,0,295,502,207,NA,9,9,20.1,0.4,NA,29.5,50.2,20.7
N4,E2,NA,2,Native,"50°37'30.221""","107°56'43.767""",684.53,"Cloudy, Windy",45443,66 cm,NA,NA,30,25,0,15,55,0,0,0,0,NA,NA,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,N1,N4N1,2,Native,"50°37'30.221""","107°56'43.767""",684.53,"Cloudy, Windy",45443,66 cm,NA,NA,30,25,10,2,48,0,10,0,0,NA,NA,0,0.88,NA,59,59,124,5,0,188,326,138,NA,5.9,5.9,12.4,0.5,NA,18.8,32.6,13.8
N4,N2,NA,2,Native,"50°37'30.221""","107°56'43.767""",684.53,"Cloudy, Windy",45443,66 cm,NA,NA,15,18,35,0,40,0,10,0,0,NA,NA,0,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,S1,N4S1,2,Native,"50°37'30.221""","107°56'43.767""",684.53,"Cloudy, Windy",45443,66 cm,NA,NA,20,20,20,5,50,0,5,0,0,NA,NA,0,0.9,NA,61,61,99,14,0,174,351,177,NA,6.1,6.1,9.9,1.4,NA,17.4,35.1,17.7
N4,S2,NA,2,Native,"50°37'30.221""","107°56'43.767""",684.53,"Cloudy, Windy",45443,66 cm,NA,NA,25,18,15,5,45,0,10,0,0,NA,NA,0,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,W1,N4W1,2,Native,"50°37'30.221""","107°56'43.767""",684.53,"Cloudy, Windy",45443,66 cm,NA,NA,15,18,10,5,45,0,25,0,0,NA,NA,0,0.8,NA,64,64,76,16,0,156,333,177,NA,6.4,6.4,7.6,1.6,NA,15.6,33.3,17.7
N4,W2,NA,2,Native,"50°37'30.221""","107°56'43.767""",684.53,"Cloudy, Windy",45443,66 cm,NA,NA,15,15,5,0,30,0,0,50,0,9,12,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,E1,N5E1,2,Native,"50°39'12.953""","108°02'53.171""",656.25,"Cloudy, Windy",45442,66,NA,NA,10,15,15,10,45,0,20,0,0,NA,NA,0,1.01,NA,59,59,69,6,0,134,310,176,NA,5.9,5.9,6.9,0.6,NA,13.4,31,17.6
N5,E2,NA,2,Native,"50°39'12.953""","108°02'53.171""",656.25,"Cloudy, Windy",45442,66,NA,NA,10,15,25,5,40,0,10,0,0,NA,NA,0,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,N1,N5N1,2,Native,"50°39'12.953""","108°02'53.171""",656.25,"Cloudy, Windy",45442,66,NA,NA,15,15,30,10,35,0,10,0,0,NA,NA,0,0.55,NA,16,16,69,64,0,149,305,156,NA,1.6,1.6,6.9,6.4,NA,14.9,30.5,15.6
N5,N2,NA,2,Native,"50°39'12.953""","108°02'53.171""",656.25,"Cloudy, Windy",45442,66,NA,NA,25,20,20,10,30,0,15,0,0,NA,NA,0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,S1,N5S1,2,Native,"50°39'12.953""","108°02'53.171""",656.25,"Cloudy, Windy",45442,66,NA,NA,25,15,30,10,25,0,10,0,0,NA,NA,0,0.85,NA,49,49,83,45,0,177,424,247,NA,4.9,4.9,8.3,4.5,NA,17.7,42.4,24.7
N5,S2,NA,2,Native,"50°39'12.953""","108°02'53.171""",656.25,"Cloudy, Windy",45442,66,NA,NA,30,25,15,5,40,0,10,0,0,NA,NA,0,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,W1,N5W1,2,Native,"50°39'12.953""","108°02'53.171""",656.25,"Cloudy, Windy",45442,66,NA,NA,20,15,20,10,40,0,10,0,0,NA,NA,0,0.91,NA,26,26,95,49,0,170,321,151,NA,2.6,2.6,9.5,4.9,NA,17,32.1,15.1
N5,W2,NA,2,Native,"50°39'12.953""","108°02'53.171""",656.25,"Cloudy, Windy",45442,66,NA,NA,30,18,10,10,25,0,25,0,0,NA,NA,0,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
